country,type,consumption,year,price,revenue,profit,margin,market_share
Bolivia (Plurinational State of),Arabica,1500000,1991,108.3176368713379,162476455.30700684,162368121.9736735,0.9993332367257235,0.001281445979542689
Bolivia (Plurinational State of),Arabica,1620000,1992,106.02527313232422,171760942.47436523,171646609.1410319,0.9993343461459498,0.0013347770677587713
Bolivia (Plurinational State of),Arabica,1650000,1993,103.73290939331055,171159300.4989624,171043467.16562906,0.9993232425407461,0.0013125581940573855
Bolivia (Plurinational State of),Arabica,1710000,1994,101.44054565429687,173463333.06884766,173344499.7355143,0.9993149368732228,0.001350844960632586
Bolivia (Plurinational State of),Arabica,1770000,1995,99.1481819152832,175492281.99005127,175370448.65671793,0.9993057624417907,0.001381075409245415
Bolivia (Plurinational State of),Arabica,1830000,1996,96.85581817626954,177246147.26257324,177121313.9292399,0.9992957063650675,0.0013494039527890897
Bolivia (Plurinational State of),Arabica,1890000,1997,94.56345443725586,178724928.88641357,178597095.55308023,0.9992847481650722,0.001339707790592189
Bolivia (Plurinational State of),Arabica,1950000,1998,92.27109069824219,179928626.86157227,179797793.52823892,0.9992728598243903,0.0013390443929191913
Bolivia (Plurinational State of),Arabica,1980000,1999,89.97872695922851,178157879.37927246,178025546.04593912,0.9992572131314404,0.0013138724666996037
Bolivia (Plurinational State of),Arabica,2040000,2000,87.68636322021484,178880180.96923828,178744847.63590494,0.999243441433254,0.0013208394867295452
Bolivia (Plurinational State of),Arabica,2100000,2001,53.27000007629395,111867000.16021729,111728666.82688396,0.9987634125065015,0.0012930320130343537
Bolivia (Plurinational State of),Arabica,2190000,2002,52.69999961853027,115412999.1645813,115270165.83124797,0.9987624155479259,0.0012893430673436247
Bolivia (Plurinational State of),Arabica,2250000,2003,61.504545731977984,138385227.89695045,138239394.5636171,0.9989461784646412,0.0013042674832099907
Bolivia (Plurinational State of),Arabica,2310000,2004,79.64499969482422,183979949.29504395,183831115.9617106,0.9991910350345045,0.0012905311417231802
Bolivia (Plurinational State of),Arabica,2700000,2005,106.52727300470525,287623637.11270416,287455303.77937084,0.9994147444381724,0.0014325197713991316
Bolivia (Plurinational State of),Arabica,2460000,2006,108.13499908447265,266012097.74780273,265855764.4144694,0.9994123074301622,0.0012370643798475574
Bolivia (Plurinational State of),Arabica,2520000,2007,119.22999877929688,300459596.9238281,300300263.5904948,0.9994697013010581,0.0012009068562345794
Bolivia (Plurinational State of),Arabica,2610000,2008,131.76818154074928,343914953.82135564,343751120.4880223,0.9995236225365809,0.001178506065025684
Bolivia (Plurinational State of),Arabica,2700000,2009,126.28888871934679,340979999.5422363,340811666.208903,0.9995063249059789,0.0011717963919920373
Bolivia (Plurinational State of),Arabica,2760000,2010,166.79999889026988,460367996.9371449,460196663.60381156,0.9996278339622363,0.001158706987789042
Bolivia (Plurinational State of),Arabica,2850000,2011,253.68182095614347,722993189.7250088,722817356.3916755,0.9997567980780009,0.0011405605170605043
Bolivia (Plurinational State of),Arabica,2940000,2012,166.10555521647134,488350332.3364258,488169999.00309247,0.9996307295779435,0.0011344566862353498
Bolivia (Plurinational State of),Arabica,3030000,2013,125.5099983215332,380295294.9142456,380110461.5809123,0.9995139741779477,0.0011309553843027826
Bolivia (Plurinational State of),Arabica,3120000,2014,180.8045460094105,564110183.5493608,563920850.2160274,0.9996643681698102,0.001147298220800808
Bolivia (Plurinational State of),Arabica,3210000,2015,130.00555419921875,417317828.9794922,417123995.6461589,0.9995355258753087,0.001151188860709268
Bolivia (Plurinational State of),Arabica,3300000,2016,137.61363567005503,454124997.7111816,453926664.37784827,0.9995632626824489,0.0011615824554585927
Bolivia (Plurinational State of),Arabica,3420000,2017,131.24000091552733,448840803.13110346,448636469.79777014,0.9995447532133712,0.0011792899211527587
Bolivia (Plurinational State of),Arabica,3510000,2018,111.45999908447266,391224596.786499,391015763.4531657,0.9994662060232188,0.001177398394745092
Bolivia (Plurinational State of),Arabica,3600000,2019,101.40499954223633,365057998.3520508,364844665.01871747,0.9994156179722227,0.0011941568947812836
Bolivia (Plurinational State of),Arabica,3660000,2020,110.61000061035156,404832602.2338867,404616268.9005534,0.9994656227484161,0.0012204509810465163
Brazil,Arabica/Robusta,492000000,1991,108.3176368713379,53292277340.69824,53267644007.36491,0.9995377691747745,0.4203142812900019
Brazil,Arabica/Robusta,510000000,1992,106.02527313232422,54072889297.48535,54047355964.152016,0.9995277978731104,0.42020759540553915
Brazil,Arabica/Robusta,534000000,1993,103.73290939331055,55393373616.02783,55366640282.694496,0.9995173911320396,0.4247915609858448
Brazil,Arabica/Robusta,546000000,1994,101.44054565429687,55386537927.24609,55359204593.91276,0.9995064986121855,0.431322426026545
Brazil,Arabica/Robusta,558000000,1995,99.1481819152832,55324685508.72803,55296752175.39469,0.9994951018143803,0.43538987477906305
Brazil,Arabica/Robusta,606000000,1996,96.85581817626954,58694625814.819336,58664292481.486,0.9994832008397321,0.44685180075966574
Brazil,Arabica/Robusta,660000000,1997,94.56345443725586,62411879928.58887,62378846595.25553,0.9994707204242024,0.4678344665560025
Brazil,Arabica/Robusta,690000000,1998,92.27109069824219,63667052581.78711,63632519248.45377,0.9994575949108219,0.47381570826371383
Brazil,Arabica/Robusta,732000000,1999,89.97872695922851,65864428134.155266,65827794800.82193,0.9994438070082576,0.48573466950712624
Brazil,Arabica/Robusta,762000000,2000,87.68636322021484,66817008773.80371,66778875440.470375,0.9994292870328507,0.49337239651368303
Brazil,Arabica/Robusta,792000000,2001,53.27000007629395,42189840060.424805,42150206727.09147,0.9990605953168684,0.48765778777295626
Brazil,Arabica/Robusta,815400000,2002,52.69999961853027,42971579688.949585,42930776355.61625,0.9990504576832248,0.4800595146630099
Brazil,Arabica/Robusta,825000000,2003,61.504545731977984,50741250228.881836,50699966895.5485,0.9991863950307271,0.47823141051032997
Brazil,Arabica/Robusta,852000000,2004,79.64499969482422,67857539739.990234,67814906406.6569,0.9993717229729122,0.47598810941478337
Brazil,Arabica/Robusta,896760000,2005,106.52727300470525,95529397339.69948,95484526006.36615,0.999530287695904,0.4757875667406982
Brazil,Arabica/Robusta,932280000,2006,108.13499908447265,100812096946.47217,100765449613.13884,0.9995372843661997,0.4688172276602768
Brazil,Arabica/Robusta,979860000,2007,119.22999877929688,116828706603.88184,116779680270.54851,0.9995803571334607,0.4669526159325456
Brazil,Arabica/Robusta,1026600000,2008,131.76818154074928,135273215169.73322,135221851836.39989,0.9996202993085594,0.46354571891010243
Brazil,Arabica/Robusta,1059600000,2009,126.28888871934679,133815706487.01985,133762693153.68652,0.9996038332515289,0.4598649840573195
Brazil,Arabica/Robusta,1103400000,2010,166.79999889026988,184047118775.52377,183991915442.19043,0.9997000586931183,0.4632309022921844
Brazil,Arabica/Robusta,1147920000,2011,253.68182095614347,291206435911.9762,291149006578.6429,0.9998027882414293,0.45939376447161195
Brazil,Arabica/Robusta,1183200000,2012,166.10555521647134,196536092932.1289,196476899598.79556,0.9996988169834342,0.4565609357665531
Brazil,Arabica/Robusta,1219800000,2013,125.5099983215332,153097095952.6062,153036072619.27286,0.9996014076364177,0.4552935240173381
Brazil,Arabica/Robusta,1205100000,2014,180.8045460094105,217887558395.94058,217827270062.60724,0.9997233052966531,0.4431439377843121
Brazil,Arabica/Robusta,1219980000,2015,130.00555419921875,158604176011.9629,158543143678.62955,0.9996151908804171,0.4375163197159167
Brazil,Arabica/Robusta,1230480000,2016,137.61363567005503,169330826419.2893,169269269085.95596,0.9996364670589812,0.4331224181189967
Brazil,Arabica/Robusta,1273500000,2017,131.24000091552733,167134141165.92407,167070432832.59073,0.9996188191539508,0.4391303259029351
Brazil,Arabica/Robusta,1319820000,2018,111.45999908447266,147107135991.6687,147041111658.33536,0.9995511819811577,0.4427219228924408
Brazil,Arabica/Robusta,1332000000,2019,101.40499954223633,135071459390.25879,135004826056.92546,0.9995066808811119,0.4418380510690749
Brazil,Arabica/Robusta,1320000000,2020,110.61000061035156,146005200805.66406,145939167472.33072,0.9995477330056124,0.4401626489020223
Burundi,Arabica/Robusta,120000,1991,108.3176368713379,12998116.424560547,12958783.091227213,0.9969739205244376,0.00010251567836341511
Burundi,Arabica/Robusta,96000,1992,106.02527313232422,10178426.220703125,10140292.887369791,0.9962535138039543,7.90979003116309e-05
Burundi,Arabica/Robusta,102000,1993,103.73290939331055,10580756.758117676,10542323.424784342,0.9963676196124774,8.113996108718383e-05
Burundi,Arabica/Robusta,114600,1994,101.44054565429687,11625086.531982422,11586023.198649088,0.9966397382741311,9.053031139678033e-05
Burundi,Arabica/Robusta,120000,1995,99.1481819152832,11897781.829833984,11858448.49650065,0.9966940616414142,9.363223113528237e-05
Burundi,Arabica/Robusta,120000,1996,96.85581817626954,11622698.181152344,11583364.84781901,0.9966158173669933,8.848550510092391e-05
Burundi,Arabica/Robusta,120000,1997,94.56345443725586,11347614.532470703,11308281.19913737,0.9965337795691964,8.506081210109137e-05
Burundi,Arabica/Robusta,120000,1998,92.27109069824219,11072530.883789062,11033197.550455729,0.9964476655115119,8.240273187195023e-05
Burundi,Arabica/Robusta,120000,1999,89.97872695922851,10797447.235107422,10758113.901774088,0.9963571636446211,7.962863434543053e-05
Burundi,Arabica/Robusta,120000,2000,87.68636322021484,10522363.586425781,10483030.253092447,0.9962619298401668,7.769644039585559e-05
Burundi,Arabica/Robusta,120000,2001,53.27000007629395,6392400.009155273,6353066.67582194,0.9938468598215069,7.388754360196308e-05
Burundi,Arabica/Robusta,120000,2002,52.69999961853027,6323999.954223633,6284666.6208903,0.9937803077770323,7.064893519691095e-05
Burundi,Arabica/Robusta,120000,2003,61.504545731977984,7380545.487837358,7341212.154504025,0.9946706739497573,6.956093243786618e-05
Burundi,Arabica/Robusta,120000,2004,79.64499969482422,9557399.963378906,9518066.630045572,0.9958845152987165,6.704057879081456e-05
Burundi,Arabica/Robusta,120000,2005,106.52727300470525,12783272.76056463,12743939.427231297,0.996923062343262,6.366754539551696e-05
Burundi,Arabica/Robusta,114360,2006,108.13499908447265,12366318.495300293,12327267.161966959,0.9968421213356121,5.750840751193767e-05
Burundi,Arabica/Robusta,93600,2007,119.22999877929688,11159927.885742188,11121914.552408854,0.9965937653251417,4.4605111802998667e-05
Burundi,Arabica/Robusta,81420,2008,131.76818154074928,10728565.341047807,10691161.007714473,0.9965135754740455,3.6763970810111574e-05
Burundi,Arabica/Robusta,86100,2009,126.28888871934679,10873473.318735758,10835834.985402424,0.9965385178930378,3.736728494463496e-05
Burundi,Arabica/Robusta,83940,2010,166.79999889026988,14001191.906849254,13963661.57351592,0.9973194901131971,3.523980599819282e-05
Burundi,Arabica/Robusta,120000,2011,253.68182095614347,30441818.514737215,30402485.181403883,0.9987079177508962,4.8023600718337016e-05
Burundi,Arabica/Robusta,120000,2012,166.10555521647134,19932666.625976562,19893333.29264323,0.9980266898518199,4.630435454021837e-05
Burundi,Arabica/Robusta,120000,2013,125.5099983215332,15061199.798583984,15021866.46525065,0.9973884329363301,4.479031224961516e-05
Burundi,Arabica/Robusta,120000,2014,180.8045460094105,21696545.52112926,21657212.18779593,0.998187115396088,4.412685464618492e-05
Burundi,Arabica/Robusta,120000,2015,130.00555419921875,15600666.50390625,15561333.170572916,0.9974787401984726,4.303509759660815e-05
Burundi,Arabica/Robusta,120000,2016,137.61363567005503,16513636.280406604,16474302.94707327,0.9976181300916744,4.22393620166761e-05
Burundi,Arabica/Robusta,120000,2017,131.24000091552733,15748800.10986328,15709466.776529945,0.9975024552309417,4.13785937246582e-05
Burundi,Arabica/Robusta,120000,2018,111.45999908447266,13375199.890136719,13335866.556803385,0.9970592339810682,4.0252936572481773e-05
Burundi,Arabica/Robusta,120000,2019,101.40499954223633,12168599.94506836,12129266.611735025,0.9967676369088562,3.980522982604279e-05
Burundi,Arabica/Robusta,120000,2020,110.61000061035156,13273200.073242188,13233866.739908854,0.9970366352412161,4.0014786263820206e-05
Cameroon,Robusta/Arabica,4998000,1991,108.3176368713379,541371549.0829468,541088315.7496134,0.999476822648303,0.00426977800383624
Cameroon,Robusta/Arabica,4999980,1992,106.02527313232422,530124245.15615845,529840912.82282513,0.9994655359834563,0.004119665829168211
Cameroon,Robusta/Arabica,4999980,1993,103.73290939331055,518662472.30836487,518379139.97503155,0.9994537250168258,0.003977433163104877
Cameroon,Robusta/Arabica,6000000,1994,101.44054565429687,608643273.9257812,608309940.5924479,0.9994523338257181,0.004739806879412583
Cameroon,Robusta/Arabica,6000000,1995,99.1481819152832,594889091.4916992,594555758.1583658,0.9994396714646464,0.004681611556764119
Cameroon,Robusta/Arabica,6000000,1996,96.85581817626954,581134909.0576172,580801575.7242838,0.9994264097232192,0.004424275255046196
Cameroon,Robusta/Arabica,6000000,1997,94.56345443725586,567380726.6235352,567047393.2902018,0.9994125050117282,0.0042530406050545685
Cameroon,Robusta/Arabica,6000000,1998,92.27109069824219,553626544.1894531,553293210.8561198,0.9993979094087307,0.004120136593597511
Cameroon,Robusta/Arabica,6000000,1999,89.97872695922851,539872361.7553711,539539028.4220377,0.9993825701092578,0.003981431717271527
Cameroon,Robusta/Arabica,6000000,2000,87.68636322021484,526118179.32128906,525784845.98795575,0.999366428786469,0.00388482201979278
Cameroon,Robusta/Arabica,4500000,2001,53.27000007629395,239715000.34332275,239456667.0099894,0.9989223313811678,0.0027707828850736154
Cameroon,Robusta/Arabica,4140000,2002,52.69999961853027,218177998.42071533,217937665.087382,0.9988984529371752,0.002437388264293428
Cameroon,Robusta/Arabica,4140000,2003,61.504545731977984,254628819.33038884,254388485.9970555,0.9990561424509395,0.002399852169106383
Cameroon,Robusta/Arabica,4140000,2004,79.64499969482422,329730298.73657227,329489965.40323895,0.9992711214763879,0.0023128999682831023
Cameroon,Robusta/Arabica,4140000,2005,106.52727300470525,441022910.2394797,440782576.9061464,0.9994550547652892,0.002196530316145335
Cameroon,Robusta/Arabica,4140000,2006,108.13499908447265,447678896.2097168,447438562.8763835,0.9994631568846151,0.0020818888343775966
Cameroon,Robusta/Arabica,4140000,2007,119.22999877929688,493612194.94628906,493371861.61295575,0.9995131130555649,0.001972918406671095
Cameroon,Robusta/Arabica,4140000,2008,131.76818154074928,545520271.578702,545279938.2453686,0.9995594419752031,0.0018693544479717748
Cameroon,Robusta/Arabica,4140000,2009,126.28888871934679,522835999.2980957,522595665.9647624,0.9995403274953217,0.0017967544677211238
Cameroon,Robusta/Arabica,4140000,2010,166.79999889026988,690551995.4057173,690311662.0723839,0.9996519692435438,0.0017380604816835629
Cameroon,Robusta/Arabica,4099980,2011,253.68182095614347,1040090392.2837691,1039852059.9504358,0.9997708542112287,0.0016407983539430619
Cameroon,Robusta/Arabica,4201020,2012,166.10555521647134,697812759.5755005,697569375.2421671,0.9996512182817043,0.0016210459959212346
Cameroon,Robusta/Arabica,4303980,2013,125.5099983215332,540192522.5759125,539943990.2425791,0.9995399189678742,0.001606471734300822
Cameroon,Robusta/Arabica,4408980,2014,180.8045460094105,797163627.2645707,796909844.9312373,0.9996816433607185,0.0016212868299828034
Cameroon,Robusta/Arabica,4519020,2015,130.00555419921875,587497699.5373535,587238415.2040201,0.999558663236405,0.0016206372228418679
Cameroon,Robusta/Arabica,4560000,2016,137.61363567005503,627518178.6554509,627256845.3221176,0.9995835446012205,0.0016050957566336919
Cameroon,Robusta/Arabica,4620000,2017,131.24000091552733,606328804.2297363,606064470.896403,0.9995640429227683,0.0015930758583993405
Cameroon,Robusta/Arabica,4680000,2018,111.45999908447266,521632795.71533203,521365462.3819987,0.9994875066607599,0.001569864526326789
Cameroon,Robusta/Arabica,4680000,2019,101.40499954223633,474575397.857666,474308064.5243327,0.9994366894395704,0.0015524039632156686
Cameroon,Robusta/Arabica,4620000,2020,110.61000061035156,511018202.8198242,510753869.4864909,0.9994827320594948,0.001540569271157078
Central African Republic,Robusta,1680000,1991,108.3176368713379,181973629.94384766,181856296.6105143,0.9993552179325678,0.0014352194970878114
Central African Republic,Robusta,1680000,1992,106.02527313232422,178122458.8623047,178005125.52897134,0.9993412771523436,0.0013842132554535407
Central African Republic,Robusta,1680000,1993,103.73290939331055,174271287.78076172,174153954.44742838,0.9993267202255316,0.0013364228884947926
Central African Republic,Robusta,1500000,1994,101.44054565429687,152160818.4814453,152052485.14811197,0.9992880339734335,0.0011849517198531457
Central African Republic,Robusta,900000,1995,99.1481819152832,89233363.72375488,89155030.39042155,0.9991221519612795,0.0007022417335146178
Central African Republic,Robusta,600000,1996,96.85581817626954,58113490.90576172,58050157.57242838,0.9989101784741165,0.00044242752550461954
Central African Republic,Robusta,600000,1997,94.56345443725586,56738072.662353516,56674739.32902018,0.9988837595222836,0.00042530406050545687
Central African Republic,Robusta,600000,1998,92.27109069824219,55362654.41894531,55299321.08561198,0.9988560278765886,0.0004120136593597511
Central African Republic,Robusta,1140000,1999,89.97872695922851,102575748.73352051,102485415.40018718,0.9991193499979415,0.00075647202628159
Central African Republic,Robusta,1260000,2000,87.68636322021484,110484817.6574707,110388484.32413737,0.9991280853299502,0.0008158126241564837
Central African Republic,Robusta,180000,2001,53.27000007629395,9588600.01373291,9546266.680399576,0.9955850350131715,0.00011083131540294462
Central African Republic,Robusta,180000,2002,52.69999961853027,9485999.93133545,9443666.598002115,0.9955372829812603,0.00010597340279536642
Central African Republic,Robusta,227220,2003,61.504545731977984,13975062.881220037,13930368.547886703,0.9968018510032327,0.0001317136255710996
Central African Republic,Robusta,227220,2004,79.64499969482422,18096936.83065796,18052242.497324627,0.9975302818509254,0.00012694133594040737
Central African Republic,Robusta,180000,2005,106.52727300470525,19174909.140846945,19132575.807513613,0.9977922537717192,9.550131809327544e-05
Central African Republic,Robusta,180000,2006,108.13499908447265,19464299.835205078,19421966.501871746,0.9978250780304584,9.051690584250421e-05
Central African Republic,Robusta,180000,2007,119.22999877929688,21461399.780273438,21419066.446940105,0.9980274663457765,8.577906115961282e-05
Central African Republic,Robusta,199980,2008,131.76818154074928,26351000.944519043,26307668.61118571,0.9983555716375038,9.029794746507138e-05
Central African Republic,Robusta,300000,2009,126.28888871934679,37886666.61580404,37838333.2824707,0.9987242653510939,0.00013019959911022636
Central African Republic,Robusta,499980,2010,166.79999889026988,83396663.44515713,83338331.1118238,0.9993005435598549,0.00020990228976621928
Central African Republic,Robusta,600000,2011,253.68182095614347,152209092.5736861,152145759.24035275,0.9995839057163902,0.0002401180035916851
Central African Republic,Robusta,799980,2012,166.10555521647134,132881122.06207274,132807789.72873941,0.9994481358059343,0.0003086879795423657
Central African Republic,Robusta,1000020,2013,125.5099983215332,125512508.52149963,125429174.1881663,0.9993360475835039,0.0003732600671321679
Central African Republic,Robusta,1200000,2014,180.8045460094105,216965455.2112926,216872121.87795925,0.999569823992292,0.0004412685464618492
Central African Republic,Robusta,1200000,2015,130.00555419921875,156006665.0390625,155913331.70572916,0.9994017349623494,0.00043035097596608147
Central African Republic,Robusta,1200000,2016,137.61363567005503,165136362.80406603,165043029.4707327,0.9994348105302278,0.000422393620166761
Central African Republic,Robusta,1200000,2017,131.24000091552733,157488001.0986328,157394667.76529947,0.9994073622581895,0.00041378593724658195
Central African Republic,Robusta,1200000,2018,111.45999908447266,133751998.90136719,133658665.56803386,0.9993021911141519,0.0004025293657248177
Central African Republic,Robusta,1200000,2019,101.40499954223633,121685999.4506836,121592666.11735027,0.9992329985885422,0.0003980522982604279
Central African Republic,Robusta,1200000,2020,110.61000061035156,132732000.73242188,132638667.39908855,0.9992968287013055,0.0004001478626382021
Colombia,Arabica,74100000,1991,108.3176368713379,8026336892.166138,8022598558.832805,0.9995342416617247,0.06330343138940883
Colombia,Arabica,76140000,1992,106.02527313232422,8072764296.295166,8068923962.961833,0.9995242852147813,0.06273452218466226
Colombia,Arabica,78180000,1993,103.73290939331055,8109838856.369019,8105896523.035686,0.9995138826549881,0.06219139370388267
Colombia,Arabica,80340000,1994,101.44054565429687,8149733437.866211,8145683104.532878,0.9995030103298209,0.06346601411533448
Colombia,Arabica,82500000,1995,99.1481819152832,8179725008.010864,8175566674.677531,0.9994916292015611,0.06437215890550663
Colombia,Arabica,81540000,1996,96.85581817626954,7897623414.093018,7893513080.759685,0.9994795480718923,0.0601259007160778
Colombia,Arabica,80580000,1997,94.56345443725586,7619923158.554077,7615860825.220744,0.9994668800132489,0.057118335325882855
Colombia,Arabica,79680000,1998,92.27109069824219,7352160506.8359375,7348143173.5026045,0.9994535846531645,0.054715413962974954
Colombia,Arabica,78720000,1999,89.97872695922851,7083125386.230469,7079156052.897136,0.9994396070778234,0.05223638413060243
Colombia,Arabica,77820000,2000,87.68636322021484,6823752785.797119,6819828452.463786,0.9994249010102622,0.050386141596712355
Colombia,Arabica,76920000,2001,53.27000007629395,4097528405.8685303,4093649072.535197,0.9990532504112046,0.04736191544885833
Colombia,Arabica,76020000,2002,52.69999961853027,4006253971.0006714,4002419637.667338,0.9990429130651506,0.04475610044724308
Colombia,Arabica,75120000,2003,61.504545731977984,4620221475.386187,4616432142.052854,0.9991798372970819,0.043545143706104225
Colombia,Arabica,74220000,2004,79.64499969482422,5911251877.3498535,5907507544.0165205,0.9993665752346503,0.0414645979821188
Colombia,Arabica,73380000,2005,106.52727300470525,7816971293.085271,7813268959.751938,0.999526372402492,0.03893270400935862
Colombia,Arabica,72540000,2006,108.13499908447265,7844112833.5876465,7840452500.254313,0.9995333655429254,0.03647831305452919
Colombia,Arabica,71677980,2007,119.22999877929688,8546165467.902466,8542548235.569133,0.9995767420667294,0.03415816572343058
Colombia,Arabica,76855380,2008,131.76818154074928,10127093664.223272,10123217561.889938,0.9996172542229932,0.03470288561680217
Colombia,Arabica,77430000,2009,126.28888871934679,9778548653.539022,9774643820.205688,0.9996006735281804,0.033604516530349425
Colombia,Arabica,76468740,2010,166.79999889026988,12754985747.140335,12751128976.807001,0.9996976264489987,0.03210321137153023
Colombia,Arabica,78661440,2011,253.68182095614347,19954977338.23242,19951010932.89909,0.9998012322807437,0.03148004655407854
Colombia,Arabica,86103900,2012,166.10555521647134,14302336115.803528,14297997587.470194,0.9996966559659761,0.03322487927412923
Colombia,Arabica,90854520,2013,125.5099983215332,11403150652.703705,11398574593.37037,0.9995987021944458,0.033911686000740876
Colombia,Arabica,97021200,2014,180.8045460094105,17541874019.28822,17536989625.954887,0.9997215580656912,0.035677003249986974
Colombia,Arabica,99927060,2015,130.00555419921875,12991072814.798584,12986043128.46525,0.9996128351826645,0.035836423163684315
Colombia,Arabica,103222380,2016,137.61363567005503,14204806994.315975,14199612541.982641,0.9996343172888296,0.036333728975357554
Colombia,Arabica,104186484,2017,131.24000091552733,13673434255.545574,13668191598.012241,0.9996165807773415,0.03592575160863835
Colombia,Arabica,107596260,2018,111.45999908447266,11992679041.092682,11987265894.759348,0.9995486290999045,0.03609221191013548
Colombia,Arabica,107484600,2019,101.40499954223633,10899475813.797455,10894068250.46412,0.9995038694130145,0.03565374338133565
Colombia,Arabica,121486440,2020,110.61000061035156,13437615202.549438,13431507547.216105,0.9995454807090938,0.04051044942127015
Congo,Robusta,180000,1991,108.3176368713379,19497174.63684082,19454841.30350749,0.9978287452350485,0.00015377351754512265
Congo,Robusta,160020,1992,106.02527313232422,16966164.20663452,16924829.87330119,0.9975637195992028,0.00013184631258194974
Congo,Robusta,160020,1993,103.73290939331055,16599340.161117554,16558005.82778422,0.9975098809391137,0.000127294280129129
Congo,Robusta,180000,1994,101.44054565429687,18259298.217773438,18216964.884440105,0.9976815465288734,0.00014219420638237747
Congo,Robusta,180000,1995,99.1481819152832,17846672.744750977,17804339.411417644,0.9976279425336702,0.00014044834670292355
Congo,Robusta,180000,1996,96.85581817626954,17434047.271728516,17391713.938395184,0.9975718011616281,0.00013272825765138586
Congo,Robusta,180000,1997,94.56345443725586,17021421.798706055,16979088.465372723,0.9975129378829828,0.00012759121815163706
Congo,Robusta,180000,1998,92.27109069824219,16608796.325683594,16566462.99235026,0.9974511498302938,0.00012360409780792534
